title,owner,like,view,mid,bvid,url,author_href,author,following,follower,like_author,video_view,article_view
【LE SSERAFIM】 FEARLESS | 泰国Golfy | 减脂舞韩国女团在线健身,GolfyDance,517,23068,1825674860,BV1mv4y1P7HA,https://www.bilibili.com/video/BV1mv4y1P7HA,https://space.bilibili.com/1825674860,GolfyDance,14,65635,69271,3369436,0
「剪辑必备思维」付费也得不到的进阶剪辑思路—节拍表”转换！串联所有剪辑技巧！,幕后玩家Stage,3739,40629,263773062,BV1zZ4y1a7FB,https://www.bilibili.com/video/BV1zZ4y1a7FB,https://space.bilibili.com/263773062,幕后玩家Stage,54,3719,4128,44250,23
【自动逗猫鸭】 可达鸭：我真的拴Q,七叶的喵,22902,599637,13870029,BV1fB4y197DA,https://www.bilibili.com/video/BV1fB4y197DA,https://space.bilibili.com/13870029,七叶的喵,137,186646,2016376,34321050,20982
救援小王子之17W血黑龙一拖三 17分58秒,强击瓶大剑,721,15271,341491537,BV1gR4y1A7FE,https://www.bilibili.com/video/BV1gR4y1A7FE,https://space.bilibili.com/341491537,强击瓶大剑,271,69931,265504,4569359,4049
三⚡️人⚡️求⚡️佛,禹汁波の纱世里,21802,320905,399339306,BV1rT4y1z7cq,https://www.bilibili.com/video/BV1rT4y1z7cq,https://space.bilibili.com/399339306,禹汁波の纱世里,420,78959,812370,13118346,10389
我骂生活太无聊，其实是我瞎了眼！原来普通生活里藏着快乐能量。,少女食人花,1945,46886,5657484,BV16S4y1h7Rn,https://www.bilibili.com/video/BV16S4y1h7Rn,https://space.bilibili.com/5657484,少女食人花,7,41808,89336,1936153,0
【原神外传：过家家篇】爆肝两百小时，一亿原石请您抽爆！二周目解锁隐藏角色！,过柱子CC,5288,79901,147464732,BV1uS4y1b7KX,https://www.bilibili.com/video/BV1uS4y1b7KX,https://space.bilibili.com/147464732,过柱子CC,31,2280,38767,771522,37
骑行阿里中线，一路荒无人烟像是荒漠戈壁，走了几天才到达一个乡镇,徐云流浪中国,71314,1013483,697166795,BV1W34y1Y7KN,https://www.bilibili.com/video/BV1W34y1Y7KN,https://space.bilibili.com/697166795,徐云流浪中国,17,681424,4221009,64429382,0
考前背一背，你答的都对！高中生物“二级结论”就是这么好用！,考上985的猴子,875,14287,511796740,BV1uT4y1q7nd,https://www.bilibili.com/video/BV1uT4y1q7nd,https://space.bilibili.com/511796740,考上985的猴子,0,381,971,13602,0
《血十字：百年后》系列漫画小说向解说第十九集  永久不息,莫千回,4056,57735,302335335,BV1ZU4y1m7ip,https://www.bilibili.com/video/BV1ZU4y1m7ip,https://space.bilibili.com/302335335,莫千回,126,17600,70268,2180719,1185
骑行阿里中线，穿越大风和烂路天黑才找到营地，帐篷里做个家乡的炒米粉,徐云流浪中国,55520,841426,697166795,BV1ea411a7iq,https://www.bilibili.com/video/BV1ea411a7iq,https://space.bilibili.com/697166795,徐云流浪中国,17,681424,4221010,64429382,0
KO对手是能力，收住拳头是武德。伟大的拳手不会只在乎赛场上的胜利,大大熊说搏击,31547,1116221,91597215,BV1uu411k768,https://www.bilibili.com/video/BV1uu411k768,https://space.bilibili.com/91597215,大大熊说搏击,25,554,42656,1281528,0
见证皇马夺得第35个西甲冠军 十二年皇马球迷圆梦伯纳乌,祁芮Blanca,3049,33101,1354745809,BV1HY4y1k7HH,https://www.bilibili.com/video/BV1HY4y1k7HH,https://space.bilibili.com/1354745809,祁芮Blanca,54,33547,112766,1597465,0
再见吧！六十天隔离生活我过够了！,狗哥FastDog,6522,66169,439064571,BV1xr4y147qU,https://www.bilibili.com/video/BV1xr4y147qU,https://space.bilibili.com/439064571,狗哥FastDog,327,236839,1354104,22376177,228847
关于未来，我们在青岛找到了答案｜青岛vlog,叽叽歪歪的平行世界,6014,73241,405004967,BV1Ra41177cV,https://www.bilibili.com/video/BV1Ra41177cV,https://space.bilibili.com/405004967,叽叽歪歪的平行世界,10,157749,444554,9045806,0
【尤里的日常】——果然只是外表彪悍，做美甲的尤里哥也太可爱了！,硬核毛子哥尤里,393,2759,1510267224,BV1rr4y1471X,https://www.bilibili.com/video/BV1rr4y1471X,https://space.bilibili.com/1510267224,硬核毛子哥尤里,2,94974,423807,7066425,0
有可能是今年最强核显笔记本，Redmi Book Pro 15 2022锐龙版 首发评测,FUN科技,2796,46046,9321359,BV1Z34y1E7N2,https://www.bilibili.com/video/BV1Z34y1E7N2,https://space.bilibili.com/9321359,FUN科技,181,1065892,4162811,89913410,359424
打开王者，吵一场不被定义的架,杨道理不吵架,13064,133962,406303364,BV11Y4y1t7V8,https://www.bilibili.com/video/BV11Y4y1t7V8,https://space.bilibili.com/406303364,杨道理不吵架,79,249970,1956499,28596206,0
猫猫正在努力看店，老顾客到来，贼猫放下矜持狂献殷勤,ケェロ飘,19219,357454,12026657,BV1G3411A76x,https://www.bilibili.com/video/BV1G3411A76x,https://space.bilibili.com/12026657,ケェロ飘,79,10005,345652,6011780,4130
【女骑vlog】当社恐女骑碰到摩友，三个路口的相遇让气氛凝结成冰，是选择忍痛尬聊还是默不作声？？？？,狐狸Vex,4579,67320,298127448,BV1cu411k76B,https://www.bilibili.com/video/BV1cu411k76B,https://space.bilibili.com/298127448,狐狸Vex,12,9133,72681,947940,0
这只猫猫好新啊~❤,Momoroko,3363,47091,7194469,BV1v34y1E7Wp,https://www.bilibili.com/video/BV1v34y1E7Wp,https://space.bilibili.com/7194469,Momoroko,1225,1129,8878,113158,1555
【张欣尧】太阳《Ringa Linga》cover,张欣尧Exzzy,3178,22907,432960055,BV1LY411A7gk,https://www.bilibili.com/video/BV1LY411A7gk,https://space.bilibili.com/432960055,张欣尧Exzzy,7,101602,138606,1455438,0
光剑的七种剑型（剑式）你都了解吗？哪种战斗力最强？,帝国星哥,5621,83512,16848214,BV1F54112714,https://www.bilibili.com/video/BV1F54112714,https://space.bilibili.com/16848214,帝国星哥,79,56992,496979,6908225,15798
少女峰脚下徒步2小时 最惬意的亲子时光 【环球自驾98】瑞士🇨🇭,叽叽歪歪的平行世界,3446,30990,405004967,BV1JF411j768,https://www.bilibili.com/video/BV1JF411j768,https://space.bilibili.com/405004967,叽叽歪歪的平行世界,10,157749,444554,9045806,0
如何谈薪？面试千人大厂HR，教你【谈薪必胜法】搞钱搞钱还是搞钱！,网易招聘,5870,186432,1388060392,BV1iS4y1h7m3,https://www.bilibili.com/video/BV1iS4y1h7m3,https://space.bilibili.com/1388060392,网易招聘,190,8641,12972,381342,139
有技巧的蒸扣肉就是不一样，酱汁独特，入口即化，老厨教做糟扣肉,老东北美食,1978,16313,514273130,BV15B4y127WX,https://www.bilibili.com/video/BV15B4y127WX,https://space.bilibili.com/514273130,老东北美食,36,305078,3174319,38490831,0
刘慈欣《命运》——这一次，地球的选择还会是人类吗？,科幻视界,13007,601926,25073738,BV1Hr4y1472d,https://www.bilibili.com/video/BV1Hr4y1472d,https://space.bilibili.com/25073738,科幻视界,13,386021,1445737,30177363,0
必须听！20年磨一剑，华语乐坛实力派巨匠倾情暴躁狂野演绎『空港』！,偶是一片云,3616,42799,346763897,BV1iY4y167nP,https://www.bilibili.com/video/BV1iY4y167nP,https://space.bilibili.com/346763897,偶是一片云,30,389273,2003412,28838792,4220
农老先生的生日，农师傅亲自下厨做了满满一桌子幸福的味道,主厨农国栋,9983,90854,415479453,BV1iY411F71A,https://www.bilibili.com/video/BV1iY411F71A,https://space.bilibili.com/415479453,主厨农国栋,13,1416789,15564713,255177704,0
三角函数补充题型之w取值范围问题,佟大大还是ETT,1273,16370,123321175,BV1kT4y1z7rc,https://www.bilibili.com/video/BV1kT4y1z7rc,https://space.bilibili.com/123321175,佟大大还是ETT,43,1367729,1120414,46314963,174605
【B站入驻自我介绍】大家好！我是Yaming~请多关照！！！,やみん_Yaming,6752,201229,2103339232,BV1K3411T7BZ,https://www.bilibili.com/video/BV1K3411T7BZ,https://space.bilibili.com/2103339232,やみん_Yaming,0,31135,73847,551480,0
【解题技巧】堪比“开挂”的浮力解题技巧（1）,初物君,1822,13402,351709002,BV1WT4y1z7dF,https://www.bilibili.com/video/BV1WT4y1z7dF,https://space.bilibili.com/351709002,初物君,61,48276,53310,1067366,4867
外刊精读|第23期|经济学人：未来人才大战，将在这个行业发生！,Maggie老师呀,308,7924,2080146436,BV1734y1a7ef,https://www.bilibili.com/video/BV1734y1a7ef,https://space.bilibili.com/2080146436,Maggie老师呀,20,363216,345536,6756231,133800
我的本草纲目打开方式，当《本草纲目》来到公园会发生什么…,自律的悍匪,18728,329576,73820664,BV1R34y1a7aC,https://www.bilibili.com/video/BV1R34y1a7aC,https://space.bilibili.com/73820664,自律的悍匪,55,567724,4200415,77461952,0
【iPad Mini 6测评】居然还可以当VLOG相机？| 6个月后的使用体验,ElenaLin_青青,4226,113870,5128788,BV1QF411L7mZ,https://www.bilibili.com/video/BV1QF411L7mZ,https://space.bilibili.com/5128788,ElenaLin_青青,25,980197,1941616,35698599,0
【旅行摄影】流浪到沙漠戈壁，偶遇大毒蛇后拍摄大毒菌,自然摄影师雷雨,2470,19655,470226708,BV1654y1f7Mk,https://www.bilibili.com/video/BV1654y1f7Mk,https://space.bilibili.com/470226708,自然摄影师雷雨,55,86520,214955,3436303,41
请保持童心,金毛败犬狗荔枝,81918,772496,6377073,BV12Z4y1t7Ux,https://www.bilibili.com/video/BV12Z4y1t7Ux,https://space.bilibili.com/6377073,金毛败犬狗荔枝,32,496465,7574273,129530641,55092
"特雷 杨专属过人动作""Drop Thru"" 误导胯下教学 全场/美式单挑必备 最容易忽视的2个技术细节 【宝石碎片 GemPieces Vol.100】",隐藏宝石HiddenGems,8048,170563,493733326,BV1q5411R77R,https://www.bilibili.com/video/BV1q5411R77R,https://space.bilibili.com/493733326,隐藏宝石HiddenGems,34,383110,898280,17416958,0
心脏骤停！双人高燃翻跳《OverThink》时光代理人ED【楚枫X慕宇】【直播翻跳】,量子少年-楚枫,1938,14823,1757836012,BV1hT4y1q7Jx,https://www.bilibili.com/video/BV1hT4y1q7Jx,https://space.bilibili.com/1757836012,量子少年-楚枫,5,32896,147160,330481,0
考前一遍，满分试卷！初中地理考试不该丢掉的分数【爆爆 |应试技巧】学业水平考试/会考,爆爆的计划本,3563,39968,1321920893,BV1eF411777o,https://www.bilibili.com/video/BV1eF411777o,https://space.bilibili.com/1321920893,爆爆的计划本,47,245455,366064,5879764,14776
虽然他是反派，可他真的好帅啊！,在下啵啵君,269830,1859558,583559884,BV1H3411K7yW,https://www.bilibili.com/video/BV1H3411K7yW,https://space.bilibili.com/583559884,在下啵啵君,42,77556,9008541,182947622,10428
【Luca Kaneshiro】-恋愛サーキュレーション【にじさんじMMD】,Fiona-忱,6456,27533,1623029985,BV1HT4y1z7xX,https://www.bilibili.com/video/BV1HT4y1z7xX,https://space.bilibili.com/1623029985,Fiona-忱,16,22,6546,27635,0
欺负了我的女人，还想跑？【吸血鬼鬼盲盒】,王学习-吉吉,13976,272104,9618426,BV1vR4y1A7tv,https://www.bilibili.com/video/BV1vR4y1A7tv,https://space.bilibili.com/9618426,王学习-吉吉,269,271656,1171765,19078693,0
这次还是假如，假如富尔兹能在2K22里达到巅峰,木修女,4277,106494,92114033,BV16v4y1P71P,https://www.bilibili.com/video/BV16v4y1P71P,https://space.bilibili.com/92114033,木修女,38,15561,50079,1383855,0
从这里开始的梦想，如同彩虹一样绽放！《Lovelive虹咲学园学园偶像同好会》圣地巡礼【软游记】,软软冰,5559,35153,425642,BV1b44y137C9,https://www.bilibili.com/video/BV1b44y137C9,https://space.bilibili.com/425642,软软冰,22,479571,1470251,23874216,60550
【万能句式】一分钟拉高结尾段文采！别再说不会写结尾,观澜作文,12185,72230,572999814,BV1oY411c7eb,https://www.bilibili.com/video/BV1oY411c7eb,https://space.bilibili.com/572999814,观澜作文,17,15973,33140,260319,0
【仅供粉丝可见】流落街头，来河北的第一哭,我是小妖怪,20862,258948,1119878117,BV1VP4y1F7eD,https://www.bilibili.com/video/BV1VP4y1F7eD,https://space.bilibili.com/1119878117,我是小妖怪,6,554449,3599869,57109980,0
刚进入翻译界，我就退出了！,天真的和感伤的小说家,10552,115485,314521322,BV1QA4y1f7DJ,https://www.bilibili.com/video/BV1QA4y1f7DJ,https://space.bilibili.com/314521322,天真的和感伤的小说家,46,886964,3553598,41548725,99636
无敌顿悟76-77：阿三击败神子杨一鸣，挑战所有圣子！,阿三也想修仙,1783,23281,397066945,BV1mg411d7dm,https://www.bilibili.com/video/BV1mg411d7dm,https://space.bilibili.com/397066945,阿三也想修仙,25,18491,167264,4566842,0
BOY STORY《中国节拍——舞动青春》五四青年节特别舞台,BOYSTORY,8371,74872,206837580,BV15S4y1h7dq,https://www.bilibili.com/video/BV15S4y1h7dq,https://space.bilibili.com/206837580,BOYSTORY,3,183529,2886655,46649895,0
